Date,ABEV3,ALPA4,AMER3,ASAI3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BIDI11,BPAC11,BPAN4,BRAP4,BRFS3,BRKM5,BRML3,CASH3,CCRO3,CIEL3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ITSA4,ITUB4,JBSS3,JHSF3,KLBN11,LCAM3,LREN3,LWSA3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,POSI3,PRIO3,QUAL3,RADL3,RAIL3,RDOR3,RENT3,RRRP3,SANB11,SBSP3,SOMA3,SULA11,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIIA3,VIVT3,WEGE3,YDUQ3,IVVB11,SMAL11,BRL,FXI,CO1,CRY,IOE1,DXY,OD1,VIX,BTC,VXEWZ,EEM,UST10Y,NDX,SPX
1/1/2020,17.423,32.783,61.085,#N/A N/A,58.28,12.608,45.751,26.055,27.754,30.884,11.273,15.408,18.309,9.991,12.442,35.2,26.416,18.06,#N/A N/A,18.033,7.668,10.274,#N/A N/A,11.43,29.493,5.471,22.014,16.549,13.423,39.619,26.761,13.635,16.3,45.788,33.692,33.795,19.73,19.591,10.923,48.33,21.851,49.527,27.433,17.422,7.386,36.8,12.661,32.856,#N/A N/A,35.851,11.952,28.252,23.013,6.391,17.837,21.643,49.705,#N/A N/A,11.882,8.755,20.323,31.49,38.667,16.661,25.854,24.53,#N/A N/A,9.81,6.612,34.135,21.957,26.1,#N/A N/A,46.587,#N/A N/A,40.51,58.035,#N/A N/A,52.39,39.212,25.02,14.474,21.125,23.977,8.7,41.88,26.401,11.17,41.389,16.86,45.889,138.71,136.44,4.0249,168.86312,265.2672,746.71511,401.14657,387.67997,4.403,55.38458,7216.21,110.20646,174.10554,1.9175,35099.967,12985.15098
1/2/2020,17.917,32.171,63.34,#N/A N/A,58.8,13.345,46.6,27.103,28.782,31.212,11.036,15.173,18.35,10.255,12.361,35.88,26.903,18.22,#N/A N/A,18.052,7.871,10.341,#N/A N/A,12.2,29.211,5.44,22.561,17.058,13.975,40.443,28.041,14.141,16.3,46.87,34.031,34.211,20.2,19.772,10.965,48.962,22.579,50.414,27.873,18.084,7.705,37.17,13.165,33.141,#N/A N/A,36.716,12.172,28.972,24.262,6.812,18.177,22.178,50.864,#N/A N/A,12.297,8.843,20.936,32.065,38.327,16.661,26.5,24.952,#N/A N/A,9.781,7.156,36.067,22.584,26.4,#N/A N/A,48.758,#N/A N/A,41.664,58.025,#N/A N/A,54.497,40.309,24.844,14.566,22.631,24.09,8.874,42.689,26.989,11.73,41.344,17.143,45.164,140.6,139.5,4.0244,174.31042,267.20613,748.31227,408.58866,390.60901,4.412,50.29525,6960.58,102.40549,178.25972,1.8771,35784.32089,13139.88641
1/3/2020,17.665,32.171,62.484,#N/A N/A,56.76,12.961,46.522,26.68,28.797,30.868,11.326,16.016,18.362,10.698,12.536,35.94,28.098,18.63,#N/A N/A,17.852,7.77,10.229,#N/A N/A,12.15,29.028,5.436,23.145,17.389,13.87,39.981,29.565,14.353,16.17,47.14,33.514,34.069,20.41,19.898,11.068,49.142,22.311,50.815,27.154,17.788,7.721,35.9,13.721,33.822,#N/A N/A,36.43,11.994,28.667,24.502,7.278,18.787,22.981,50.51,#N/A N/A,12.187,9.036,20.936,32.065,40.997,16.661,25.846,24.749,#N/A N/A,9.569,7.57,36.812,22.081,25.63,#N/A N/A,48.051,#N/A N/A,41.664,57.028,#N/A N/A,56.7,40.171,24.852,14.594,23.112,23.808,8.783,42.375,26.831,11.48,41.824,16.924,44.218,140.7,140.9,4.0584,170.90666,277.27434,755.41777,412.52166,391.40955,4.404,56.66744,7269.82,106.38281,175.323,1.7881,35544.08058,13074.94022
1/6/2020,17.749,31.668,62.096,#N/A N/A,55,12.836,45.907,26.527,28.282,31.376,11.317,16.991,18.146,10.943,12.595,35.57,29.558,18.5,#N/A N/A,17.396,7.577,10.371,#N/A N/A,11.99,29.302,5.445,22.137,17.286,13.528,39.638,29.294,14.255,16.08,46.744,33.674,34.122,20.38,19.745,11.35,49.287,22.339,51.054,27.957,17.744,7.681,34.25,13.298,33.049,#N/A N/A,36.09,11.969,28.24,23.923,7.314,18.535,22.474,50.466,#N/A N/A,12.197,8.869,20.653,32.007,40.127,16.661,26.686,25.042,#N/A N/A,9.174,7.718,38.321,21.646,24.9,#N/A N/A,47.491,#N/A N/A,40.591,56.156,#N/A N/A,56.316,40.101,24.876,14.575,22.585,23.29,8.618,42.124,25.488,11.48,41.421,16.967,45.068,141.2,139.1,4.0652,172.36981,279.57476,760.25307,412.57166,392.20395,4.405,56.19084,7575.93,113.03081,175.55147,1.809,35899.31426,13170.48259
1/7/2020,17.787,32.388,61.94,#N/A N/A,56.82,13.251,45.56,26.075,27.791,31.392,11.835,17.686,18.357,10.934,12.65,35.16,28.788,18.8,#N/A N/A,17.786,7.357,10.751,#N/A N/A,12.08,28.962,5.472,22.005,17.598,13.528,40.162,29.384,14.312,16.44,46.843,34.539,34.644,20.5,19.628,11.265,48.718,22.224,51.76,28.245,18.023,7.737,34.45,12.933,32.727,#N/A N/A,36.329,11.807,27.585,24.351,7.377,18.564,22.943,50.44,#N/A N/A,12.162,9.141,20.747,32.093,40.777,16.661,26.323,24.944,#N/A N/A,9.511,7.728,37.346,21.349,25.27,#N/A N/A,47.953,#N/A N/A,40.343,55.198,#N/A N/A,55.564,40.615,24.667,14.732,22.68,23.808,8.7,42.43,25.453,11.65,42.338,17.099,44.227,141.3,139.4,4.0658,172.71137,278.22073,761.77708,420.83241,395.32448,4.402,56.19839,8021.36,112.27452,176.22095,1.8177,36051.93361,13192.47965
1/8/2020,17.703,32.744,62.766,#N/A N/A,56.92,13.215,45.144,25.678,27.361,31.376,11.967,17.206,18.236,10.84,12.647,36.51,30.231,18.25,#N/A N/A,17.662,7.192,11.049,#N/A N/A,12,28.779,5.387,21.59,17.308,13.509,40.108,28.474,14.255,16.48,46.374,35.038,34.935,20.33,19.601,11.213,49.025,22.378,52.294,28.074,18.093,7.689,35.81,12.667,32.303,#N/A N/A,36.467,11.629,27.136,24.948,7.26,18.622,23.039,50.767,#N/A N/A,12.536,9.37,20.389,32.217,40.987,16.308,25.894,24.79,#N/A N/A,9.28,7.57,36.628,21.634,25.6,#N/A N/A,47.717,#N/A N/A,39.968,54.383,#N/A N/A,55.371,42.641,24.17,14.889,22.375,23.62,8.591,42.438,25.33,11.6,42.767,16.452,43.966,141.55,138.2,4.0638,171.44593,264.91417,742.33908,432.81284,393.88581,4.402,54.44829,8004.26,113.91635,176.06525,1.8738,36079.05623,13168.99701
1/9/2020,17.563,33.534,66.119,#N/A N/A,57.28,13.209,44.226,25.425,26.923,31.286,11.782,17.094,18.405,10.84,12.484,36.84,30.841,18.51,#N/A N/A,17.235,6.751,10.959,#N/A N/A,12.1,29.302,5.546,22.061,17.122,13.366,39.249,28.33,14.149,16.43,46.509,35.074,35.448,20.19,20.088,11.375,49.278,22.646,53.058,28.597,17.997,7.697,36.65,12.591,32.994,#N/A N/A,37.876,11.4,26.595,25.252,7.287,18.835,23.383,50.378,#N/A N/A,12.982,9.59,20.238,32.017,41.997,17.088,26.04,24.708,#N/A N/A,9.357,7.28,36.895,22.285,25.93,#N/A N/A,47.972,#N/A N/A,39.337,55.217,#N/A N/A,56.762,42.532,24.298,14.686,22.745,23.667,8.536,41.88,24.662,11.66,42.047,16.209,44.353,143.4,138.8,4.0891,174.59503,267.0626,749.92174,429.92734,398.12223,4.404,51.23092,7786.84,109.48872,178.8664,1.8545,36726.2344,13378.45938
1/10/2020,17.628,33.287,64.894,#N/A N/A,57.5,13.106,43.187,24.981,26.432,30.914,11.73,17.95,18.403,10.764,12.445,36.34,30.487,18.64,#N/A N/A,17.263,6.797,11.123,#N/A N/A,12.2,29.858,5.699,22.287,17.377,13.518,38.027,28.528,14.353,16.37,47.203,35.742,35.925,20.11,20.458,11.42,50.018,22.915,53.439,28.092,18.241,7.864,37.24,12.323,33.169,#N/A N/A,37.894,11.324,26.359,25.118,7.314,18.913,23.373,50.537,#N/A N/A,12.913,9.449,20.04,31.682,42.887,17.039,25.935,24.603,#N/A N/A,9.502,7.444,37.401,21.595,25.67,#N/A N/A,47.019,#N/A N/A,39.004,55.016,#N/A N/A,56.237,42.602,24.37,15.074,22.575,23.61,8.362,41.927,24.759,11.7,43.092,16.539,44.546,143.35,139.4,4.0979,174.76425,264.89097,750.61002,427.90557,396.87173,4.405,51.20084,8043.69,108.76102,179.42127,1.8196,36552.49573,13311.19928
1/13/2020,17.927,33.465,67.217,#N/A N/A,58.3,13.12,43.672,25.287,26.716,30.685,12.783,17.897,18.51,11.028,12.969,36.7,30.089,19.04,#N/A N/A,17.387,6.824,11.436,#N/A N/A,12.55,29.75,5.877,22.089,17.822,14.336,37.629,29.069,14.45,16.65,48.096,35.831,36.049,20.46,20.458,11.4,49.892,22.905,53.582,27.957,19.025,8.278,38,12.391,34.237,#N/A N/A,38.216,11.477,26.709,25.626,7.529,19.814,23.383,51.634,#N/A N/A,13.518,9.713,20.342,32.017,43.727,17.039,25.927,24.651,#N/A N/A,9.656,7.764,38.597,22.1,25.95,#N/A N/A,47.166,#N/A N/A,39.695,57.412,#N/A N/A,54.96,44.173,24.643,15.083,22.794,23.827,8.728,43.451,25.277,12.7,44.395,16.695,46.082,146.05,141.9,4.1426,180.15889,265.26156,756.157,433.03048,402.21007,4.405,50.90378,8131.06,106.68308,184.68736,1.8459,37478.09514,13585.89553
1/14/2020,17.824,33.83,66.42,#N/A N/A,59.19,13.209,43.438,25.341,26.685,31.05,12.687,17.785,18.189,10.84,13.092,36.55,30.328,19.22,#N/A N/A,17.966,6.879,11.555,#N/A N/A,12.79,29.526,5.896,22.061,18.39,14.108,38.444,29.294,14.434,17.36,48.763,35.208,35.483,20.37,20.458,11.453,49.765,23.442,54.804,28.372,18.659,8.079,37.99,12.413,34.807,#N/A N/A,37.958,11.604,26.709,25.6,7.718,20.424,23.335,50.979,#N/A N/A,13.461,9.985,20.795,32.495,44.257,16.327,25.717,24.383,#N/A N/A,9.55,8.222,39.526,22.431,25.8,#N/A N/A,47.363,#N/A N/A,39.252,58.657,#N/A N/A,56.298,43.728,24.723,15.148,22.794,24.09,8.764,43.719,25.286,13.35,45.372,17.026,47.048,145.44,143.2,4.1314,178.25528,266.35015,758.45446,441.27436,402.1561,4.407,51.17194,8736.16,103.58291,183.57468,1.8109,37308.92794,13559.73781
1/15/2020,17.507,34.047,68.13,#N/A N/A,59.3,12.854,42.641,24.759,26.217,31.084,12.643,18.016,18.063,10.934,13.125,36.47,29.753,19.13,#N/A N/A,17.586,6.677,11.481,#N/A N/A,12.35,29.741,5.912,21.543,18.088,13.918,37.44,28.844,13.831,17.5,48.177,35.047,35.368,20,20.034,11.625,49.278,23.25,55.233,28.164,18.38,8.095,36.97,12.117,34.356,#N/A N/A,38.851,11.417,26.381,25.519,7.843,19.988,22.953,50.643,#N/A N/A,13.376,10.469,20.465,32.466,44.577,16.327,25.143,24.018,#N/A N/A,9.453,8.26,39.002,22.498,24.97,#N/A N/A,47.373,#N/A N/A,38.347,58.36,#N/A N/A,55.345,44.41,24.643,15.157,22.85,23.874,8.591,43.577,24.97,13.55,45.415,17.138,46.633,147.5,142.5,4.1831,179.10223,267.072,762.38206,433.34371,405.73662,4.403,51.82866,8821.69,108.03897,184.03117,1.783,37705.83839,13726.20717
1/16/2020,17.451,34.087,68.373,#N/A N/A,59.44,13.002,42.832,25.165,26.593,30.634,13.161,18.991,18.172,10.896,13.079,35.87,30.16,18.75,#N/A N/A,17.843,6.705,11.548,#N/A N/A,12.02,30.281,5.809,22.099,18.364,14.041,37.15,28.952,13.635,17.99,47.852,35.831,36.111,19.65,20.214,11.705,49.395,23.394,55.252,28.173,18.554,8.127,36.64,12.524,34.522,#N/A N/A,38.474,11.443,26.435,25.698,7.709,19.969,23.048,51.05,#N/A N/A,13.326,10.636,20.389,32.638,45.406,17.621,25.224,23.993,#N/A N/A,9.338,8.276,38.303,22.385,24.34,#N/A N/A,48.296,#N/A N/A,38.68,58.025,#N/A N/A,56.08,43.778,24.755,15.323,22.853,23.921,8.847,43.349,24.724,13.59,46.272,17.449,46.855,148.86,142.5,4.1843,181.20227,270.81596,763.78189,434.71919,407.85843,4.405,51.63189,8678.8,104.35341,185.9939,1.8074,38241.95831,13900.41903
1/17/2020,17.451,33.968,69.248,#N/A N/A,61.35,13.413,43.412,25.693,27.215,30.693,13.038,18.644,18.65,10.821,13.642,35.75,30.328,18.97,#N/A N/A,18.081,6.641,11.652,#N/A N/A,11.67,30.944,5.845,22.052,18.554,14.06,37.666,29.862,13.659,18.2,48.159,35.876,36.385,19.55,20.214,11.55,49.314,23.5,56.073,28.309,18.789,8.294,37.93,12.512,34.448,#N/A N/A,39.772,11.536,26.618,26.536,7.744,20.114,23.421,52.386,#N/A N/A,13.548,10.636,20.455,33.03,45.876,17.621,25.733,24.261,#N/A N/A,9.242,8.202,38.468,22.751,24.3,#N/A N/A,48.631,#N/A N/A,39.422,57.642,#N/A N/A,56.832,43.264,25.229,15.37,23.681,24.721,8.929,44.787,25.242,13.73,45.424,17.901,48.304,148.55,143.4,4.1616,181.48505,270.93681,764.08234,434.07622,407.78811,4.405,50.55259,8906.32,100.10248,186.46565,1.8215,38326.93492,13910.8194
1/20/2020,17.544,34.067,73.543,#N/A N/A,61.77,13.461,43.135,25.295,26.685,30.71,13.055,18.525,18.626,10.604,13.778,36.05,30.47,18.97,#N/A N/A,18.48,6.475,11.481,#N/A N/A,11.53,31.525,5.978,22.193,18.925,14.365,37.087,30.511,13.562,18.4,48.132,35.965,36.349,19.39,20.656,11.563,49.061,23.528,56.741,29.066,19.399,8.636,37.8,12.542,34.752,#N/A N/A,40.361,11.375,26.077,26.599,7.843,20.25,23.574,52.633,#N/A N/A,13.959,10.785,21.021,32.953,46.496,17.246,25.838,24.383,#N/A N/A,9.29,8.612,39.195,23.426,24.69,#N/A N/A,48.739,#N/A N/A,39.234,57.785,#N/A N/A,58.222,42.443,25.718,15.139,23.851,25.163,8.92,45.07,25.576,14.01,45.424,18.451,50.236,150.7,145.72,4.1872,181.48505,272.99892,764.08234,434.75255,408.68608,4.403,50.55259,8671.68,100.10248,186.46565,1.8215,38326.93492,13910.8194
1/21/2020,17.488,34.61,74.398,#N/A N/A,60.05,13.224,41.888,24.415,25.795,30.574,13.363,18.628,18.757,10.086,13.518,35.43,31.452,18.39,#N/A N/A,18.47,6.338,11.339,#N/A N/A,11.18,31.326,5.908,21.656,18.571,13.946,35.576,30.214,13.162,18.58,48.312,35.27,35.952,18.93,20.647,11.633,49.223,23.394,56.97,28.994,18.99,8.365,36.68,12.671,33.611,#N/A N/A,39.588,11.112,25.521,26.839,7.762,19.969,23.622,52.147,#N/A N/A,13.937,10.855,20.417,32.734,45.946,17.246,25.062,24.074,#N/A N/A,8.876,8.944,39.867,24.683,24.23,#N/A N/A,48.346,#N/A N/A,37.298,57.814,#N/A N/A,57.881,42.196,25.558,15.52,23.629,24.796,8.737,44.025,25.198,14.32,47.035,18.237,49.724,150.03,144.03,4.2137,173.75905,271.10361,762.07774,432.13053,409.36691,4.406,53.93531,8721.88,110.51491,182.59047,1.7743,38475.0877,13938.35187
1/22/2020,17.777,34.166,73.708,#N/A N/A,59.6,14.052,42.217,24.622,25.887,30.736,12.336,18.347,18.982,9.991,13.733,35.6,32.178,18.47,#N/A N/A,18.337,6.576,11.213,#N/A N/A,11.3,31.268,5.866,21.948,19.123,14.916,35.947,30.673,13.708,18.39,48.321,37.24,37.489,19.2,20.647,11.785,50.027,23.385,56.302,29.643,19.225,8.525,37.18,12.704,32.773,#N/A N/A,41.327,11.273,25.673,26.804,7.691,21.025,23.565,52.943,#N/A N/A,13.882,10.636,20.568,33.192,47.746,17.246,25.062,23.806,#N/A N/A,10.06,9.24,40.934,24.732,24.32,#N/A N/A,48.965,#N/A N/A,37.392,58.514,#N/A N/A,58.571,44.321,25.67,15.799,24.244,25.793,9.954,44.237,25.505,15,45.852,18.923,49.27,148.99,146.29,4.1809,175.2638,264.65395,753.76803,425.9945,408.33584,4.406,54.05288,8640.65,103.24895,183.63363,1.7691,38471.64467,13907.83508
1/23/2020,17.404,34.235,73.222,#N/A N/A,61.2,14.407,44.59,25.287,26.57,30.778,12.529,18.181,18.999,10.029,13.541,34.84,34.514,18.86,#N/A N/A,19.078,6.54,11.384,#N/A N/A,11.69,31.774,5.936,22.391,19.199,14.736,36.553,30.989,13.504,18.96,48.312,36.999,37.569,18.99,20.936,11.768,50.325,23.404,57.409,29.084,19.303,8.453,39.05,12.77,32.662,#N/A N/A,40.388,11.494,26.282,26.599,8.022,21.103,24.378,53.845,#N/A N/A,14.104,10.671,20.512,33.947,49.376,16.873,25.232,24.058,#N/A N/A,9.588,9.306,41.394,24.287,24.79,#N/A N/A,50.842,#N/A N/A,38.126,60.018,#N/A N/A,58.711,43.926,25.847,15.586,24.503,26.17,10.164,43.609,25.874,15.16,46.092,19.288,50.227,148.75,146.7,4.1699,172.25806,258.63235,744.24419,428.23936,407.26262,4.405,54.11102,8382.87,100.63483,180.9482,1.7325,38423.7629,13863.51115
1/24/2020,17.721,34.294,72.153,#N/A N/A,59.46,14.493,44.001,25.15,26.371,30.489,11.501,17.95,18.999,9.784,13.274,33.83,33.301,18.74,#N/A N/A,18.831,6.429,11.503,#N/A N/A,11.67,31.467,5.94,22.306,19.166,14.184,35.766,30.051,13.464,18.9,48.555,36.322,37.454,18.55,20.828,11.583,50.849,23.423,57.066,29.183,18.877,8.262,37.82,12.81,32.248,#N/A N/A,39.413,11.324,26.084,26.135,7.915,21.083,23.813,53.226,#N/A N/A,13.997,10.636,20.417,33.575,49.176,16.873,25.135,23.814,#N/A N/A,9.723,9.1,40.465,24.388,24.33,#N/A N/A,50.517,#N/A N/A,37.426,59.865,#N/A N/A,58.388,43.353,25.694,15.232,24.041,25.906,9.899,42.273,25.979,15,46.538,20.154,50.265,147.82,145.15,4.1821,170.45452,253.66599,734.5944,428.23936,408.99618,4.407,60.85643,8406.05,105.49563,179.96865,1.6839,38208.58962,13774.07596
1/27/2020,17.311,34.166,70.093,#N/A N/A,57.48,14.097,43.568,24.484,25.764,29.725,10.562,16.892,17.867,9.52,12.436,31.78,31.169,18.44,#N/A N/A,18.451,6.429,11.339,#N/A N/A,11.28,30.696,5.831,21.364,18.747,13.08,34.21,29.024,13.211,19.02,47.609,34.361,36.429,18.14,20.656,11.37,50.767,23.068,55.481,28.994,17.378,7.641,35.3,12.16,31.42,#N/A N/A,38.566,11.078,25.521,24.351,7.35,20.163,23.201,52.085,#N/A N/A,13.411,9.862,19.022,32.571,47.466,17.714,24.076,22.782,#N/A N/A,9.386,8.956,38.514,24.584,23.9,#N/A N/A,50.547,#N/A N/A,37.06,59.012,#N/A N/A,55.083,40.447,25.277,15.335,23.649,24.89,9.194,39.688,25.154,13.9,45.938,19.93,49.116,146.06,140.47,4.2108,164.98117,249.89143,729.52164,428.23936,412.64945,4.407,76.7957,8406.05,125.70398,175.12218,1.608,37711.94926,13664.11574
1/28/2020,17.544,36.585,72.931,#N/A N/A,62.41,14.52,43.923,24.545,25.795,29.733,10.667,16.829,18.236,9.275,12.432,31.36,30.239,18.8,#N/A N/A,18.48,6.659,11.548,#N/A N/A,11.7,30.87,5.968,22.052,19.113,12.976,34.744,29.817,13.7,19.1,48.213,35.921,37.701,18.2,20.891,11.523,51.625,23.624,55.806,29.31,17.596,7.848,36.19,12.413,31.125,#N/A N/A,40.784,11.12,25.513,25.145,7.395,20.182,23.718,52.784,#N/A N/A,14.206,10.17,18.965,33.116,49.036,17.714,24.642,23.408,#N/A N/A,9.039,9.52,40.051,24.559,23.9,#N/A N/A,51.981,#N/A N/A,37.179,61.81,#N/A N/A,56.368,41.159,25.662,15.818,24.398,25.36,9.185,40.23,25.461,14.64,46.229,20.436,50.458,147,142.6,4.1901,165.79366,250.20384,730.71043,428.23936,412.10692,4.4,68.44763,9042.56,116.16757,176.24254,1.6562,38221.91871,13774.62346
1/29/2020,17.078,37.494,73.31,#N/A N/A,59.87,14.378,42.84,24.025,25.426,30.252,10.474,16.38,18.165,9.294,12.198,31.1,29.071,18.96,#N/A N/A,18.052,6.393,11.481,#N/A N/A,11.7,31.716,5.908,22.25,19.028,12.709,33.478,29.511,13.219,18.87,47.789,36.117,37.586,18.18,20.314,11.278,51.137,23.269,55.443,28.101,17.544,7.697,34.94,12.174,31.99,#N/A N/A,40.499,11.002,25.117,24.431,7.52,20.492,23.67,53.076,#N/A N/A,14.281,9.757,19.852,33.479,48.346,17.714,24.529,23.449,#N/A N/A,8.645,9.152,39.048,25.29,23.65,#N/A N/A,53.308,#N/A N/A,36.488,59.798,#N/A N/A,56.115,40.536,25.494,15.678,24.054,24.57,9.039,39.876,25.154,14.45,46.743,20.621,50.082,149,141.37,4.226,167.46839,252.46399,730.05655,428.23936,413.62981,4.4,69.18383,9354.7,116.41794,177.79836,1.5839,38418.81863,13817.34874
1/30/2020,17.115,36.388,71.91,#N/A N/A,59.71,14.437,43.135,24.254,25.68,30.243,10.026,15.901,18.284,9.058,12.244,30.6,28.142,18.76,#N/A N/A,17.862,6.512,11.317,#N/A N/A,11.49,31.907,5.815,21.797,19.192,12.757,32.772,29.267,13.268,18.36,47.32,35.573,36.588,18.1,20.061,11.12,50.56,23.375,54.327,28.552,18.066,7.88,35.04,11.938,32.635,#N/A N/A,40.655,11.095,25.483,24.039,7.413,20.531,23.459,52.368,#N/A N/A,14.084,9.511,19.974,33.46,48.946,17.714,25.038,23.522,#N/A N/A,8.183,9.46,38.367,24.643,23.22,#N/A N/A,52.895,#N/A N/A,36.761,59.692,#N/A N/A,55.371,40.032,25.141,15.539,23.793,24.429,8.938,40.466,25.435,14.65,45.244,19.93,50.516,149.89,138.91,4.2475,167.02929,248.47861,729.5373,428.23936,417.18745,4.403,66.03077,9552.18,120.7225,176.87981,1.5856,38945.31166,13997.58585
1/31/2020,16.658,35.39,69.19,#N/A N/A,59.26,14.259,42.044,23.987,25.25,29.538,10.474,15.587,18.187,9.162,12.029,30.55,27.921,18.4,#N/A N/A,17.33,6.502,11.138,#N/A N/A,11.62,31.749,5.815,21.298,18.959,12.272,33.016,28.663,12.803,17.73,46.915,34.958,36.119,18.14,20.169,10.933,49.81,22.857,53.058,27.957,17.465,7.585,34.25,11.93,32.745,#N/A N/A,41.263,10.908,25.003,24.6,7.054,20.105,22.58,50.82,#N/A N/A,13.91,9.642,19.682,33.144,47.576,17.714,24.521,23.123,#N/A N/A,7.182,9.586,38.146,24.431,23.2,#N/A N/A,52.699,#N/A N/A,35.882,58.456,#N/A N/A,55.083,39.202,24.844,15.567,24.431,23.77,8.81,39.499,25.286,14,44.884,19.171,50.922,148.1,136.91,4.2828,163.77634,248.90735,728.85773,428.23936,416.80003,4.4,80.62955,9354.29,132.6707,173.98647,1.5068,38480.97391,13804.25794
2/3/2020,16.415,35.706,69.403,#N/A N/A,60.13,14.819,42.251,24.163,25.411,29.666,10.808,16.145,18.306,9.407,12.247,31.57,29.602,19.05,#N/A N/A,17.529,6.585,11.31,#N/A N/A,11.65,32.355,5.94,21.26,19.563,12.386,33.161,29.249,12.64,18,47.411,34.646,35.554,18.04,20.72,11.14,51.625,23.874,52.227,28.597,17.901,7.872,34.35,12.274,33.611,#N/A N/A,37.526,10.9,25.075,25.082,7.233,19.95,23.813,51.112,#N/A N/A,14.092,9.888,19.408,33.661,47.786,17.714,24.246,22.904,#N/A N/A,6.739,9.594,40.318,24.35,23.26,#N/A N/A,53.514,#N/A N/A,35.703,59.185,#N/A N/A,54.619,39.034,24.996,15.855,25.665,23.864,8.874,40.002,25.769,14.49,45.475,19.784,53.009,147.97,139.59,4.2466,163.92288,230.97146,712.85766,418.96427,414.85782,4.235,76.22694,9274.19,124.41493,174.3745,1.5272,38712.56352,13781.59375
2/4/2020,16.471,34.877,71.376,#N/A N/A,60.8,14.78,41.792,24.252,25.426,29.258,10.571,16.73,18.342,9.266,12.546,32.18,29.558,19.18,#N/A N/A,17.197,6.401,11.451,#N/A N/A,12.3,31.816,5.984,21.759,19.363,12.605,33.649,29.61,13.235,17.75,47.636,34.423,35.907,18.25,20.314,11.338,52.185,24.794,51.96,29.454,18.667,8.023,35.16,12.184,34.743,#N/A N/A,38.004,10.925,25.273,24.511,7.26,20.308,24.1,50.333,#N/A N/A,14.373,9.932,19.946,33.622,48.516,17.714,24.844,23.27,#N/A N/A,6.671,9.76,40.226,24.215,23.73,#N/A N/A,54.045,#N/A N/A,35.993,60.315,#N/A N/A,54.471,38.431,24.988,15.716,25.527,23.648,8.957,41.071,25.663,14.95,45.218,19.711,54.68,150.6,141.43,4.2543,168.64002,229.30842,713.65105,442.97028,416.29511,4.21,68.20608,9139.77,117.33146,179.20395,1.5991,39666.00438,14013.43846
2/5/2020,16.098,35.153,71.425,#N/A N/A,61.27,14.6,43.655,24.696,25.917,29.411,10.623,16.535,19.133,9.803,12.631,32.07,30.363,19.1,#N/A N/A,17.434,6.474,11.898,#N/A N/A,12.18,32.521,5.976,21.627,19.577,12.652,33.469,29.745,13.032,17.86,47.591,33.871,35.598,18.41,20.259,11.238,52.889,24.804,50.681,30.211,18.641,8.15,36.19,11.594,35.249,#N/A N/A,39.118,10.985,25.426,24.279,7.269,20.26,24.578,50.599,#N/A N/A,14.284,10.222,20.37,33.23,48.496,17.714,24.626,23.075,#N/A N/A,6.45,9.6,40.115,23.957,23.7,#N/A N/A,54.556,#N/A N/A,36.198,62.242,#N/A N/A,54.462,37.947,25.165,15.613,25.609,23.911,9.396,41.636,25.979,15.14,44.926,20.125,53.617,151.5,141.9,4.2412,169.55537,235.3933,721.94843,423.47516,418.58532,4.197,64.51173,9687.28,112.54423,180.59435,1.6508,39888.60759,14199.77696
2/6/2020,15.743,34.472,69.481,#N/A N/A,59.07,14.404,42.918,24.352,25.618,29.555,10.448,16.314,18.963,9.614,12.653,31.85,28.098,18.34,#N/A N/A,16.912,6.778,11.682,#N/A N/A,11.85,31.733,5.906,21.326,19.258,12.576,33.034,29.745,12.762,17.43,46.699,32.346,34.697,18.65,20.061,11.01,52.275,24.41,49.527,28.949,18.502,7.864,35.75,11.658,35.028,#N/A N/A,39.256,10.874,25.365,23.896,7.126,20.434,23.88,48.847,5.14,13.917,10.055,19.899,32.284,47.036,17.714,25.288,23.717,#N/A N/A,6.354,9.578,40.161,23.847,23.56,#N/A N/A,52.905,#N/A N/A,35.388,61.139,#N/A N/A,54.034,38.441,24.755,15.455,25.092,23.61,9.185,41.864,25.725,14.85,45.064,20.84,51.84,153.5,139.4,4.2824,170.80774,234.04574,726.36457,421.44684,419.67176,4.153,63.74157,9737.36,117.7259,180.86916,1.6422,40247.15889,14255.69942
