Date,ABEV3,ALPA4,AMER3,ASAI3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BIDI11,BPAC11,BPAN4,BRAP4,BRFS3,BRKM5,BRML3,CASH3,CCRO3,CIEL3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ITSA4,ITUB4,JBSS3,JHSF3,KLBN11,LCAM3,LREN3,LWSA3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,POSI3,PRIO3,QUAL3,RADL3,RAIL3,RDOR3,RENT3,RRRP3,SANB11,SBSP3,SOMA3,SULA11,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIIA3,VIVT3,WEGE3,YDUQ3,IVVB11,SMAL11,BRL,FXI,CO1,CRY,IOE1,DXY,OD1,VIX,BTC,VXEWZ,EEM,UST10Y,NDX,SPX
12/8/2020,14.045,40.232,81.66,#N/A N/A,41.39,17.764,32.753,19.389,21.918,26.448,9.093,25.85,20.149,9.621,21.063,23.13,19.363,10.63,1.731,13.56,3.476,10.416,#N/A N/A,5.12,26.623,5.5,18.385,17.436,25.009,20.188,27.343,14.817,12.97,39.613,33.103,33.245,9.18,17.49,13.973,42.766,21.009,40.965,24.736,20.24,8.469,27.69,15.242,30.889,#N/A N/A,7.53,9.937,24.042,20.99,7.494,23.192,26.637,39.724,15.898,24.906,12.71,19.093,23.406,48.83,13.537,22.225,21.669,18.129,5.081,10.8,32.01,23.955,19.81,#N/A N/A,65.219,27.4,37.811,44.74,13.16,40.031,52.207,29.659,13.479,26.016,21.308,12.78,67.861,18.782,17.7,40.097,35.632,36.055,205.4,131.83,5.1193,231.51107,249.99731,810.19859,775.65557,465.62255,1.91,105.85472,18773.5,205.25987,252.84483,0.9179,64678.45996,18950.70707
12/9/2020,14.241,39.332,79.369,#N/A N/A,40.89,17.315,32.304,19.347,21.977,26.383,8.931,26.415,19.392,9.602,21.104,22.68,19.222,10.63,1.731,12.978,3.393,10.392,#N/A N/A,5.05,26.675,5.497,18.404,17.006,24.59,20.025,26.825,14.467,12.68,39.742,33.428,33.698,8.97,17.572,14.118,42.83,20.64,41.302,24.58,19.854,8.3,27.31,15.033,30.501,#N/A N/A,7.26,9.99,24.185,20.625,7.412,23.036,25.789,39.644,15.923,23.938,12.587,18.92,23.74,48.29,13.563,22.249,21.897,17.781,4.907,10.89,31.871,23.955,19.24,#N/A N/A,63.153,27.92,37.583,44.899,13.01,39.593,51.861,29.366,13.527,25.385,21.442,12.244,67.697,18.818,17.21,40.992,34.799,34.667,204.7,130,5.1684,230.4909,252.13714,820.0949,807.95137,470.04541,1.912,114.92211,18520.56,206.4676,252.69985,0.9361,63806.48826,18953.22033
12/10/2020,14.642,39.727,79.466,#N/A N/A,40.05,17.791,33.984,20.19,22.883,27.205,8.868,27.176,19.612,9.688,21.785,22.11,19.151,10.79,1.79,13.441,3.531,10.568,#N/A N/A,5.22,27.035,5.517,18.242,17.334,27.17,20.188,27.535,14.475,13.2,39.76,34.032,34.105,8.89,17.627,14.178,43.607,21.048,41.687,24.838,20.178,8.437,27.31,15.192,30.426,#N/A N/A,7.38,10.194,24.985,20.333,7.394,23.104,25.789,38.994,16.208,23.359,12.561,18.69,24.801,47.91,13.558,23.057,22.612,17.382,4.858,11.552,31.649,24.291,19.3,60.938,62.817,28.11,38.458,45.681,13,41.521,49.954,29.33,13.432,25.73,21.804,12.623,69.58,19.213,17.02,41.201,34.799,35.887,199.8,131.5,5.019,228.84772,254.31023,816.78725,755.95265,459.65123,1.908,113.97147,18349.98,198.74154,251.02172,0.9063,62763.96597,18563.88729
12/11/2020,14.465,39.885,76.639,#N/A N/A,40.72,17.984,34.577,20.164,22.703,27.648,8.958,28.737,19.919,9.583,21.788,22.03,19.036,10.66,2.081,13.501,3.568,10.927,#N/A N/A,5.3,26.895,5.746,18.7,17.295,26.904,20.621,28.035,15.225,13.02,41.22,35.956,35.547,9.05,18.02,14.25,44.841,21.854,42.409,24.948,20.143,8.429,27.05,15.103,30.757,#N/A N/A,7.28,10.204,24.837,20.415,7.394,23.182,25.584,39.706,15.9,22.949,12.587,18.834,23.912,48.07,13.768,22.861,22.409,17.641,4.887,11.14,31.918,24.499,18.77,63.428,62.985,29.46,38.904,46.751,13.05,42.014,50.814,30.12,13.734,24.99,21.87,12.614,69.465,19.249,16.82,42.576,34.799,34.647,200.65,132.3,5.061,226.8107,252.92315,816.16283,792.12788,460.47507,1.906,117.98356,18101.38,199.47371,249.28213,0.8964,62638.13772,18542.60279
12/14/2020,14.297,39.589,76.161,#N/A N/A,39.54,17.813,34.691,20.207,22.584,27.555,8.895,29.352,21.013,9.535,21.368,21.82,18.823,10.66,2.247,13.254,3.467,10.847,#N/A N/A,5.01,26.658,5.67,18.576,16.904,25.913,21.015,28.263,16.009,13.14,40.596,35.435,35.001,9.01,17.819,14.12,44.466,21.495,43.574,25.28,20.012,8.405,26.48,15.073,30.284,#N/A N/A,7.35,10.088,24.504,20.333,7.458,23.182,25.555,40.089,16.775,24.008,12.543,19.305,23.95,48.65,13.715,22.763,22.449,17.89,5.091,11.1,31.918,24.815,18.55,64.835,62.579,32,38.388,44.839,13.23,41.577,51.051,29.996,13.8,25.395,22.566,12.281,68.393,19.959,16.83,41.526,34.578,33.259,201.2,132.3,5.1164,229.10386,257.37919,830.30404,785.25358,464.24988,1.908,126.51449,19199.17,202.7712,250.74871,0.8931,63780.34456,18667.48907
12/15/2020,14.521,40.182,76.522,#N/A N/A,39.91,17.996,35.133,20.317,22.584,27.629,8.886,30.169,21.567,9.698,21.734,21.8,18.77,10.67,2.447,13.432,3.467,10.759,#N/A N/A,4.87,28.018,5.67,18.901,17.944,26.809,21.015,28.864,16.091,13.1,40.614,35.965,35.602,9.27,18.139,14.11,45.462,21.99,43.42,24.838,20.88,8.702,27.01,15.113,31.978,#N/A N/A,7.25,10.285,24.726,20.816,7.43,23.754,25.847,40.961,16.763,24.567,12.42,19.622,23.95,49,13.894,23.057,22.636,18.03,5.023,11.108,32.093,24.884,19.5,65.03,63.973,34.34,38.738,45.305,13.63,41.484,52.869,29.872,13.593,25.75,22.49,12.761,69.171,20.372,17.02,41.391,35.656,33.958,203.2,132.46,5.0828,228.32713,258.50545,830.21094,818.09973,460.7519,1.904,116.5719,19424.24,199.22642,252.21204,0.908,64147.24178,18815.59127
12/16/2020,14.763,41.458,79.457,#N/A N/A,39.68,18.507,35.457,20.794,23.096,27.934,9.264,31.149,22.165,9.65,21.978,22.14,19.823,10.74,2.664,13.57,3.495,10.759,#N/A N/A,4.92,28.36,5.727,18.91,17.982,27.018,21.015,28.558,16.141,13.18,41.715,34.757,34.595,9.22,18.139,14.505,46.266,22.029,43.882,25.436,20.863,8.758,26.68,15.362,32.735,#N/A N/A,7.47,10.428,25.194,21.492,7.385,24.094,26.169,41.219,16.995,24.916,12.824,19.699,24.18,50.9,14.07,23.31,22.913,17.92,5.042,11.23,32.177,25.141,19.52,65.675,65.305,34,39.447,44.185,13.8,41.986,53.729,29.905,13.46,26.52,22.862,12.761,70.579,20.435,17.1,41.553,35.926,33.22,203.3,134.4,5.0858,230.3465,262.14767,840.93462,831.15384,464.19845,1.904,115.47225,21206.36,202.30738,255.37168,0.9163,65014.26394,18994.77456
12/17/2020,14.987,41.013,77.955,#N/A N/A,38.74,18.476,35.493,21.058,23.207,27.934,9.147,32.18,22.353,9.593,22.286,21.84,21.328,10.63,2.647,13.343,3.541,11.022,#N/A N/A,4.82,28.694,5.683,18.987,18.808,28.018,20.323,28.002,15.934,13.09,41.183,34.237,34.142,9.11,18.12,14.178,46.275,22.359,43.208,25.169,21.406,8.911,26.21,15.431,32.839,#N/A N/A,7.34,10.437,25.162,21.464,7.312,24.365,26.822,40.498,17.698,24.497,12.675,19.286,23.807,51.14,13.911,23.604,22.953,18.129,4.994,11.65,32.537,25.614,19.8,68.165,66.463,33.4,38.502,43.68,13.89,41.8,54.312,30.003,13.612,27.94,22.271,12.66,71.381,20.48,16.97,41.798,37.137,33.299,203,133.89,5.0659,228.7057,260.75995,837.92147,824.9484,454.79578,1.902,111.03817,22779.13,203.59529,253.58746,0.9329,64567.5054,18848.03298
12/18/2020,15.192,41.141,76.697,#N/A N/A,37.95,18.369,35.232,20.896,23.25,27.325,9.336,31.787,21.987,9.535,22.547,22.07,21.009,10.39,2.547,13.126,3.449,11.142,#N/A N/A,4.78,28.413,5.681,18.605,18.488,28.951,19.794,27.648,16.772,13,41.22,34.255,34.058,8.95,18.011,14.17,46.239,22.243,42.342,24.635,21.784,9.144,25.15,15.133,32.072,#N/A N/A,7.39,10.339,25.123,21.601,7.166,24.724,26.793,40.222,18.543,24.477,12.859,18.882,23.291,51.18,14.051,23.359,22.839,18.667,4.984,11.35,31.918,25.248,19.38,66.71,66.048,34.05,38.362,43.531,13.12,41.009,55.765,29.486,13.64,27.842,22.614,13.288,71.872,20.623,16.82,41.318,35.715,32.678,203.05,133.1,5.0838,229.82152,266.36399,848.39633,852.21103,458.8026,1.902,109.94013,22901.2,198.57522,254.97024,0.9462,64925.22964,18906.49183
12/21/2020,14.77,40.489,75.176,#N/A N/A,36.5,18.033,34.052,20.385,22.686,26.743,9.201,32.372,22.143,9.516,22.093,21.81,20.593,10.09,2.564,13.027,3.301,10.775,#N/A N/A,4.64,27.781,5.67,18.118,17.931,29.389,19.016,27.485,16.714,12.94,40.737,33.437,33.282,8.54,17.81,14.063,44.813,21.553,41.543,24.561,21.398,8.959,23.95,14.983,31.514,#N/A N/A,7.15,10.178,24.678,21.2,7.02,24.152,26.374,39.185,18.143,24.956,12.684,18.382,22.746,49.74,13.654,22.494,21.962,18.279,4.984,11.32,32.01,24.625,19.25,64.63,65.087,33.48,37.942,42.888,13.19,40.264,54.569,29.236,13.708,27.723,22.099,13.149,71.102,20.183,16.15,40.793,35.312,32.226,204.4,130.97,5.1269,229.60876,261.35667,846.16672,902.53986,462.2538,1.91,129.16389,23142.45,213.45925,253.03377,0.9346,65147.98776,18968.6108
12/22/2020,14.857,40.054,74.074,#N/A N/A,35.27,18.424,34.502,20.709,23.148,26.918,9.579,33.515,22.848,9.593,21.853,22.22,20.416,9.85,2.58,13.027,3.21,11.054,#N/A N/A,4.5,28.132,5.729,18.328,18.247,28.866,17.814,27.476,16.067,12.83,40.512,32.898,32.921,8.22,17.819,13.973,45.233,22,41.495,24.617,21.256,8.83,23.3,15.143,31.608,#N/A N/A,7.19,10.195,24.797,21.957,6.819,24.996,26.062,38.48,18.463,25.116,13.123,18.44,22.211,50.05,13.749,22.723,22.173,18.827,4.858,11.936,32.547,25.1,19.15,65.723,64.236,34.5,38.834,43.096,13.05,40.31,57,29.396,13.775,27.387,22.252,12.9,71.168,20.181,15.94,41.074,35.709,31.694,205.01,130.45,5.1628,229.81269,258.17742,843.46997,909.65686,467.34862,1.918,124.91292,23437.95,216.05862,252.07533,0.9164,65562.83707,19008.93148
12/23/2020,14.847,40.677,73.714,#N/A N/A,37.7,18.336,35.07,21.151,23.677,26.891,9.336,33.153,22.651,9.744,21.931,22.39,20.567,10.01,2.539,13.264,3.246,11.318,#N/A N/A,4.6,27.957,5.902,18.356,18.004,29.389,18.208,27.572,16.033,13.15,40.886,33.493,33.402,8.56,17.846,14.555,45.599,22.019,40.907,24.46,21.415,8.967,24.54,14.964,31.845,#N/A N/A,7.24,10.437,25.345,21.701,6.846,24.511,27.066,38.979,19.225,24.926,12.903,18.286,22.689,51.69,13.751,23.212,22.718,18.96,4.955,13.226,33.102,24.674,19.2,66.544,65.939,36,39.578,44.72,13.52,40.292,55.705,29.566,13.938,27.535,22.585,13.5,71.512,20.236,16.13,41.164,35.611,32.393,207.32,132.51,5.2058,234.38667,266.96192,861.80783,871.3152,471.42242,1.904,121.54067,23297.72,212.83956,257.55928,0.943,65974.73727,19240.08114
12/24/2020,14.847,40.677,73.714,#N/A N/A,37.7,18.336,35.07,21.151,23.677,26.891,9.336,33.153,22.651,9.744,21.931,22.39,20.567,10.01,2.539,13.264,3.246,11.318,#N/A N/A,4.6,27.957,5.902,18.356,18.004,29.389,18.208,27.572,16.033,13.15,40.886,33.493,33.402,8.56,17.846,14.555,45.599,22.019,40.907,24.46,21.415,8.967,24.54,14.964,31.845,#N/A N/A,7.24,10.437,25.345,21.701,6.846,24.511,27.066,38.979,19.225,24.926,12.903,18.286,22.689,51.69,13.751,23.212,22.718,18.96,4.955,13.226,33.102,24.674,19.2,66.544,65.939,36,39.578,44.72,13.52,40.292,55.705,29.566,13.938,27.535,22.585,13.5,71.512,20.236,16.13,41.164,35.611,32.393,207.32,132.51,5.2166,230.60043,267.56967,863.63967,880.38493,471.19708,1.904,112.3177,23405.27,203.2987,256.56668,0.9231,66310.79697,19318.12341
12/25/2020,14.847,40.677,73.714,#N/A N/A,37.7,18.336,35.07,21.151,23.677,26.891,9.336,33.153,22.651,9.744,21.931,22.39,20.567,10.01,2.539,13.264,3.246,11.318,#N/A N/A,4.6,27.957,5.902,18.356,18.004,29.389,18.208,27.572,16.033,13.15,40.886,33.493,33.402,8.56,17.846,14.555,45.599,22.019,40.907,24.46,21.415,8.967,24.54,14.964,31.845,#N/A N/A,7.24,10.437,25.345,21.701,6.846,24.511,27.066,38.979,19.225,24.926,12.903,18.286,22.689,51.69,13.751,23.212,22.718,18.96,4.955,13.226,33.102,24.674,19.2,66.544,65.939,36,39.578,44.72,13.52,40.292,55.705,29.566,13.938,27.535,22.585,13.5,71.512,20.236,16.13,41.164,35.611,32.393,207.32,132.51,5.2166,230.60043,267.56967,863.63967,877.20199,470.67535,1.904,112.3177,24411.43,203.2987,256.56668,0.9231,66310.79697,19318.12341
12/28/2020,15.106,41.408,75.118,#N/A N/A,37.77,18.797,35.457,21.33,23.908,27.445,9.264,33.957,23.315,9.881,21.914,22.45,20.381,10.25,2.547,13.284,3.504,11.589,#N/A N/A,4.6,28.264,6.039,18.595,18.6,29.561,18.919,27.792,15.867,13.19,41.991,34.032,33.957,8.67,18.111,14.688,46.696,22.379,41.206,24.985,21.407,8.983,24.25,15.093,33.028,#N/A N/A,8.11,10.553,25.528,21.765,6.983,24.695,27.319,39.202,19.693,25.205,12.78,18.42,23.186,52,14.252,23.384,22.904,19.319,4.945,13.308,32.574,24.932,19.65,66.407,66.038,37.67,40.348,45.285,13.55,40.58,56.486,30.048,14.063,27.852,22.776,13.352,71.471,20.291,16.59,41.535,37.023,32.56,211.5,134,5.2466,233.2935,268.00677,864.90359,881.05788,476.03087,1.9,114.34815,26599.22,206.30092,259.88228,0.9231,67654.37277,19683.47952
12/29/2020,15.278,41.913,73.811,#N/A N/A,37.67,18.895,35.25,21.328,23.869,27.749,9.327,34.004,23.305,9.724,21.71,22.5,20.699,10.06,2.534,13.59,3.522,11.549,#N/A N/A,4.69,28.369,6.007,18.719,18.706,30.999,18.967,27.926,15.967,13.46,41.664,33.995,34.058,8.63,18.111,14.76,46.942,22.321,41.658,25.151,21.645,9.154,24.48,15.451,33.117,#N/A N/A,8.21,10.616,25.472,21.911,6.983,24.811,27.641,39.345,18.975,25.235,12.939,18.459,22.752,51.94,14.254,23.4,22.978,19.518,4.974,13.564,33,25.021,19.53,66.407,66.394,37.55,40.436,44.324,13.41,41.391,56.535,29.932,14.294,27.783,22.976,13.925,71.274,20.245,16.58,41.685,36.851,32.738,210,135,5.2046,232.48503,264.86589,857.34947,883.12822,466.55589,1.916,119.65364,26895.14,203.38009,259.49497,0.9364,66584.50521,19322.09347
12/30/2020,14.991,41.537,73.723,#N/A N/A,39.3,18.944,34.962,20.913,23.531,27.352,9.165,32.711,22.946,9.323,21.592,22.04,20.859,9.9,2.499,13.293,3.733,11.621,#N/A N/A,4.63,28.562,6.187,18.519,18.398,30.332,19.785,28.223,15.876,13.37,41.149,34.079,34.206,8.85,17.947,15.525,47.847,22.495,41.302,24.884,21.601,9.121,24.94,15.192,32.687,#N/A N/A,8.18,10.491,25.099,21.592,7.129,25.675,28.666,38.819,20.118,24.932,12.754,18.218,22.918,52.5,14.193,23.547,23.035,19.059,4.945,14.038,32.362,24.763,19.24,66.7,68.265,37.2,39.228,44.027,13.39,41.297,57.85,29.735,14.073,28.436,22.623,13.491,71.585,20.264,16.16,42.884,37.141,32.403,210.04,135.3,5.1926,235.69271,265.4586,861.83095,842.16245,463.69946,1.901,117.73456,28904.39,201.91193,262.25867,0.9231,66418.21842,19296.88602
12/31/2020,14.991,41.537,73.723,#N/A N/A,39.3,18.944,34.962,20.913,23.531,27.352,9.165,32.711,22.946,9.323,21.592,22.04,20.859,9.9,2.499,13.293,3.733,11.621,#N/A N/A,4.63,28.562,6.187,18.519,18.398,30.332,19.785,28.223,15.876,13.37,41.149,34.079,34.206,8.85,17.947,15.525,47.847,22.495,41.302,24.884,21.601,9.121,24.94,15.192,32.687,#N/A N/A,8.18,10.491,25.099,21.592,7.129,25.675,28.666,38.819,20.118,24.932,12.754,18.218,22.918,52.5,14.193,23.547,23.035,19.059,4.945,14.038,32.362,24.763,19.24,66.7,68.265,37.2,39.228,44.027,13.39,41.297,57.85,29.735,14.073,28.436,22.623,13.491,71.585,20.264,16.16,42.884,37.141,32.403,210.04,135.3,5.1935,237.6808,269.0492,871.5371,858.61104,467.13278,1.901,118.1635,28996.28,205.05912,263.29268,0.9132,66941.72632,19509.02758
1/1/2021,14.991,41.537,73.723,#N/A N/A,39.3,18.944,34.962,20.913,23.531,27.352,9.165,32.711,22.946,9.323,21.592,22.04,20.859,9.9,2.499,13.293,3.733,11.621,#N/A N/A,4.63,28.562,6.187,18.519,18.398,30.332,19.785,28.223,15.876,13.37,41.149,34.079,34.206,8.85,17.947,15.525,47.847,22.495,41.302,24.884,21.601,9.121,24.94,15.192,32.687,#N/A N/A,8.18,10.491,25.099,21.592,7.129,25.675,28.666,38.819,20.118,24.932,12.754,18.218,22.918,52.5,14.193,23.547,23.035,19.059,4.945,14.038,32.362,24.763,19.24,66.7,68.265,37.2,39.228,44.027,13.39,41.297,57.85,29.735,14.073,28.436,22.623,13.491,71.585,20.264,16.16,42.884,37.141,32.403,210.04,135.3,5.1935,237.6808,269.0492,871.5371,858.61104,467.13278,1.901,118.1635,29250.59,205.05912,263.29268,0.9132,66941.72632,19509.02758
1/4/2021,14.828,41.191,73.304,#N/A N/A,37.73,18.807,33.871,20.395,22.915,27.131,9.077,32.03,22.436,9.157,22.537,21.48,20.664,9.53,2.84,13.096,3.64,11.512,#N/A N/A,4.7,27.658,6.081,18.29,19.251,32.542,19.39,27.284,15.635,13.25,40.811,33.112,33.467,8.37,17.865,15.633,46.239,22.097,40.147,24.865,23.006,9.559,23.96,14.973,31.618,#N/A N/A,7.89,10.33,24.531,21.364,6.791,25.161,28.353,37.633,20.16,25.182,12.569,18.007,21.963,51.99,14.201,24.077,23.498,18.54,4.887,14.96,31.99,24.754,19.15,64.454,67.107,36.41,38.861,42.164,13.15,39.761,58.215,29.53,13.862,27.486,22.985,13.795,74.868,20.007,16.17,42.368,36.591,33.466,210.8,134,5.2719,239.93124,268.62611,879.88958,882.08057,472.52222,1.92,141.80556,31037.38,228.40318,268.23413,0.9132,66747.25281,19457.64764
1/5/2021,15.144,41.211,71.666,#N/A N/A,38.2,18.844,33.52,20.297,22.776,26.623,8.896,31.282,22.131,9.117,22.978,21.31,20.673,9.72,2.915,12.879,3.556,11.512,#N/A N/A,4.67,27.527,5.989,18.165,19.311,33.132,19.448,26.758,15.42,13.02,40.446,32.257,32.505,8.57,17.69,15.743,46.595,22.146,39.184,24.46,23.562,9.769,23.95,14.585,32.668,#N/A N/A,7.76,10.249,24.373,21.674,6.718,25.102,27.874,37.268,20.663,24.742,12.49,17.901,21.993,51.69,13.87,24.812,24.416,18.55,4.722,14.758,31.387,24.684,19.3,63.701,66.711,37.59,38.134,42.065,13.15,39.575,57.948,29.423,13.545,27.357,22.795,13.943,76.129,20.236,16.22,42.008,38.837,33.633,212.9,133.7,5.2766,247.52473,283.04016,906.70437,901.33843,472.27574,1.918,133.8104,33792.24,220.57066,275.86795,0.9549,67604.24783,19680.05692
1/6/2021,15.374,38.966,66.703,#N/A N/A,36.66,18.434,34.232,20.73,23.487,26.189,8.761,30.654,21.364,9.01,23.906,21.2,21.478,9.21,2.672,12.445,3.472,11.772,#N/A N/A,4.52,27.492,5.972,18.041,19.253,34.475,19.515,25.963,15.212,12.48,40.137,31.765,32.339,8.91,17.579,14.85,45.087,21.631,37.374,23.88,24.728,10.166,23.23,14.048,31.914,#N/A N/A,7.75,10.473,25.047,21.546,6.472,25.355,26.524,35.467,20.028,23.423,12.13,17.238,21.038,48.9,13.758,25.057,24.441,17.493,4.722,14.526,30.263,23.923,19.1,60.521,63.077,37.14,39.079,41.936,12.75,38.187,56.842,29.28,13.17,26.07,22.404,14.516,78.265,19.916,15.51,41.501,39.985,32.403,215.76,131.6,5.3023,244.99123,287.12211,910.04807,907.75088,473.40783,1.904,132.56264,35939.27,217.16584,273.90446,1.0355,66748.4878,19819.03988
1/7/2021,15.374,38.273,65.63,#N/A N/A,36.05,19.054,35.647,21.318,24.155,26.743,8.724,32.661,22.238,9.176,25.886,21.93,22.009,9.14,2.707,12.464,3.5,11.617,#N/A N/A,4.62,26.544,5.84,17.965,20.016,36.694,18.804,26.231,15.926,12.6,39.781,31.514,31.71,8.88,17.19,14.925,43.479,21.204,36.893,24.042,26.098,10.612,23.4,14.217,31.905,#N/A N/A,7.75,10.875,26.064,21.747,6.408,27.285,27.169,36.332,19.678,23.143,12.165,17.257,21.038,48.48,14,25.832,25.197,17.483,4.509,14.806,29.846,23.804,19.63,59.641,65.85,36.5,40.584,41.827,12.8,38.606,61.753,28.683,12.959,25.991,23.205,15.319,83.758,20.309,15.08,40.486,41.515,32.698,222.35,130.95,5.4014,251.79669,293.47255,929.91617,919.70745,484.76397,1.916,120.72418,39733,219.42982,282.19795,1.0795,69830.97742,20527.91349
1/8/2021,15.834,40.251,70.203,#N/A N/A,36.6,19.335,35.854,21.153,23.947,27.574,8.797,39.915,22.695,9.362,26.018,21.98,21.85,9.41,3.303,12.869,3.574,12.415,#N/A N/A,4.82,27.571,6.054,18.624,19.982,36.913,18.756,27.485,17.029,12.94,41.448,32.508,32.635,8.81,17.931,15.62,45.169,21.864,38.934,25.455,25.709,10.433,23.51,16.735,33.699,#N/A N/A,8,10.848,26.056,22.267,6.755,28.4,28.597,38.427,19.763,23.823,12.314,18.449,21.798,50.72,14.475,25.783,25.294,18.091,4.654,14.89,31.424,24.496,20,60.893,70.295,35.51,40.156,43.214,12.69,39.914,62.04,29.352,13.545,27.723,23.805,15.245,83.496,20.877,15.53,41.547,44.025,33.81,224,132.53,5.4205,255.83767,300.78388,931.23634,940.90158,484.01552,1.916,115.82248,40040.7,212.14423,288.34284,1.1153,70402.44492,20546.56343
1/11/2021,15.422,39.371,69.531,#N/A N/A,36.44,18.539,35.268,20.833,23.522,27.002,8.688,42.463,21.837,9.587,25.757,21.53,22.213,9.14,3.829,12.761,3.472,11.984,#N/A N/A,4.62,26.79,5.722,18.146,19.649,36.103,18.343,26.423,16.772,12.81,40.643,31.328,31.923,8.61,17.884,15.6,42.967,21.427,37.153,24.906,25.002,10.255,23.36,18.151,32.544,#N/A N/A,7.62,10.598,25.468,22.13,6.499,28.39,28.069,36.956,22.038,23.473,12.271,17.969,20.863,49.1,14.076,25.538,25.083,18.91,4.664,15.57,30.96,24.368,19.65,59.924,68.929,33.5,39.276,41.164,12.85,39.419,60.587,29.031,13.449,27.674,22.69,15.43,83.48,20.456,15.12,41.076,42.677,32.078,226.5,133.4,5.5048,257.85554,305.47878,947.97924,964.47892,496.49906,1.91,132.15826,33964.38,236.10667,290.59533,1.146,70812.73587,20853.39956
1/12/2021,16.092,39.223,72.241,#N/A N/A,37.72,19.076,35.593,20.842,23.504,27.177,9.032,41.878,22.712,9.558,25.733,21.36,22.222,9.24,4.578,12.928,3.565,11.935,#N/A N/A,4.65,26.921,5.537,19.245,20.145,36.265,18.881,27.725,16.921,12.83,40.83,31.978,32.422,9.29,18.227,16.278,43.104,21.427,38.51,25.799,24.313,10.077,24.28,17.673,33.279,#N/A N/A,7.78,10.678,25.548,22.477,6.645,28.701,28.842,37.357,24.525,24.182,12.49,18.613,21.077,51.46,14.439,25.449,24.896,20.107,4.722,15.3,30.997,24.803,20.69,62.791,70.374,34.03,39.671,41.302,13.3,39.531,60.508,29.869,13.439,28.387,22.528,15.218,81.196,20.611,15.17,41.04,44.168,33.564,219,136.5,5.3208,256.43557,304.85304,942.62252,942.79163,485.42108,1.91,125.70204,34712.73,218.26788,288.0862,1.1291,69462.58092,20480.81172
1/13/2021,15.489,39.5,73.421,#N/A N/A,35.96,19.153,33.835,20.453,23.149,27.306,8.86,41.426,22.437,9.382,25.221,21.24,22.213,9.23,4.212,12.869,3.621,12.041,#N/A N/A,4.63,27.228,5.4,19.445,20.577,34.523,18.564,27.552,16.755,12.83,41.486,31.811,32.209,9.2,18.421,16.875,43.177,21.747,37.778,25.724,23.509,9.818,23.16,16.955,33.393,#N/A N/A,7.8,10.571,25.127,22.687,6.545,27.867,29.008,36.911,25.775,24.003,12.473,19.43,20.921,51.2,14.721,24.273,23.693,21.524,4.683,15.896,30.969,24.803,20.7,64.925,70.344,34.8,39.311,41.847,13.34,40.008,59.292,30.298,13.41,28.317,22.357,14.294,78.764,20.337,14.85,41.132,44.271,33.24,218.5,136.44,5.3075,253.14091,297.3086,929.09628,936.33301,479.18871,1.912,117.78851,37283.48,210.81015,284.18716,1.0832,68804.34934,20205.10546
1/14/2021,15.649,40.647,75.42,#N/A N/A,38.57,19.017,33.754,21.101,23.86,27.675,8.878,42.971,22.501,9.753,25.459,21.1,22.337,9.38,4.237,13.432,3.668,12.22,#N/A N/A,4.77,27.869,5.536,19.646,20.504,35.608,19.583,28.51,16.846,13.55,42.357,32.982,33.3,9.98,18.986,16.985,44.685,22.544,39.29,25.873,24.49,10.093,24.2,17.154,33.117,#N/A N/A,7.86,10.804,25.873,22.413,6.691,27.741,29.976,38.676,27.25,23.713,12.385,19.901,21.369,50.35,14.619,24.371,23.937,21.953,4.683,15.6,30.681,25.604,20.74,65.659,73.196,36,40.409,42.125,13.84,40.101,58.956,30.101,13.583,27.902,22.223,14.553,80.058,20.447,14.9,40.984,44.07,34.746,214.02,139.47,5.2039,249.32336,293.37272,919.15669,925.58143,469.2248,1.91,120.89535,38765.5,206.69205,281.23735,1.1292,67070.60826,19736.04889
1/15/2021,15.351,40.637,79.271,#N/A N/A,37.42,18.449,32.709,20.323,23.201,27.094,8.788,41.865,21.82,9.284,24.218,20.76,22.301,9.28,4.295,12.928,3.565,11.943,#N/A N/A,4.76,28.29,5.45,19.378,19.785,32.723,19.083,27.361,16.465,13.09,41.757,31.681,31.969,9.52,18.912,16.705,44.228,22.69,37.923,26.05,23.041,9.559,23.55,17.254,33.212,#N/A N/A,7.71,10.383,24.897,22.286,6.828,27.867,28.196,38.409,27.07,23.943,12.279,19.516,20.795,49.39,14.452,23.514,22.856,21.704,4.654,14.856,30.848,25.752,21.21,65.952,70.008,35.31,38.389,42.164,14.55,39.138,60.429,30.092,13.487,27.773,21.613,13.869,76.579,19.98,14.58,41.206,42.25,33.604,215.4,136.5,5.2992,251.97767,289.73784,921.5204,908.32736,477.31548,1.91,127.98946,36261.52,234.3143,280.38291,1.0835,67328.18551,19814.9658
